gene,top_go
5816@,developmental process
114902@,developmental process
124540@,developmental process
9284@,localization
144983@,localization
51213@,localization
100616411@,localization
3851@,biological regulation
728642@,biological regulation
984@,biological regulation
79811@,biological regulation
926@,interspecies interaction between organisms
283420@,biological regulation
89790@,biological regulation
100500826@,biological regulation
64838@,biological regulation
55527@,biological regulation
406963@,biological regulation
23097@,biological regulation
1795@,biological regulation
285489@,biological regulation
285016@,biological regulation
389658@,biological regulation
80851@,biological regulation
9467@,biological regulation
25998@,biological regulation
57689@,biological regulation
65249@,biological regulation
23303@,biological regulation
23053@,biological regulation
57643@,biological regulation
114788@,biological regulation
5597@,biological regulation
84298@,biological regulation
84816@,biological regulation
127943@,biological regulation
777@,localization
773@,response to stimulus
26251@,cellular process
6833@,biological regulation
3382@,biological regulation
3790@,cellular process
10544@,biological regulation
92162@,biological regulation
25764@,biological regulation
389856@,biological regulation
56926@,biological regulation
10103@,biological regulation
84897@,biological regulation
389852@,response to stimulus
84569@,response to stimulus
729201@,response to stimulus
245910@,response to stimulus
503614@,response to stimulus
646627@,response to stimulus
5544@,response to stimulus
58985@,response to stimulus
119180@,response to stimulus
51643@,biological regulation
1998@,biological regulation
148823@,biological regulation
79037@,biological regulation
53347@,biological regulation
10124@,cellular process
9543@,multicellular organismal process
80207@,cellular process
119395@,cellular process
80835@,multicellular organismal process
3603@,biological regulation
245940@,locomotion
100133267@,locomotion
641517@,locomotion
2314@,cellular process
134549@,cellular process
4082@,cellular process
5358@,cellular process
6655@,biological regulation
64320@,biological regulation
54101@,biological regulation
10471@,cellular process
100885848@,cellular process
51298@,cellular process
10553@,localization
60468@,immune system process
2829@,biological regulation
54793@,cellular process
115207@,cellular process
93107@,cellular process
3744@,cellular process
27012@,cellular process
23510@,cellular process
169522@,cellular process
3754@,cellular process
3739@,cellular process
79047@,cellular process
147040@,cellular process
170850@,cellular process
3738@,cellular process
197259@,cellular process
3748@,cellular process
3742@,cellular process
65987@,cellular process
3750@,cellular process
54442@,cellular process
3743@,cellular process
386618@,cellular process
51133@,cellular process
64375@,cellular process
146212@,cellular process
130535@,cellular process
284252@,cellular process
83862@,cellular process
140803@,cellular process
144404@,cellular process
56241@,biological regulation
346389@,biological regulation
132160@,biological regulation
57460@,biological regulation
267012@,biological regulation
333926@,biological regulation
3003@,biological regulation
378938@,cellular process
100505385@,biological regulation
83636@,biological regulation
89885@,biological regulation
27132@,response to stimulus
140576@,response to stimulus
353134@,response to stimulus
144402@,response to stimulus
131034@,response to stimulus
221184@,response to stimulus
10235@,response to stimulus
81488@,cellular process
201134@,cellular process
56899@,cellular process
23192@,metabolic process
141@,biological regulation
113622@,metabolic process
200312@,response to stimulus
9758@,cellular process
26994@,metabolic process
51127@,metabolic process
50862@,metabolic process
11342@,metabolic process
149603@,metabolic process
168433@,metabolic process
51255@,metabolic process
727800@,metabolic process
138065@,biological regulation
642273@,biological regulation
56917@,biological regulation
25849@,biological regulation
4104@,biological regulation
100533997@,biological regulation
26872@,biological regulation
53345@,biological regulation
130557@,developmental process
5204@,biological regulation
5961@,developmental process
642938@,biological regulation
401190@,biological regulation
388135@,biological regulation
3786@,biological regulation
8076@,developmental process
53840@,cellular process
1101@,developmental process
158326@,developmental process
121551@,cellular process
728215@,biological regulation
27112@,biological regulation
81555@,biological regulation
100130733@,biological regulation
10298@,cellular process
25801@,cellular process
165721@,biological regulation
55898@,cellular process
786@,biological regulation
492@,biological regulation
55799@,biological regulation
59285@,biological regulation
644943@,biological regulation
57650@,biological regulation
84858@,cellular process
392509@,localization
7288@,localization
92482@,localization
54585@,localization
27241@,localization
100507003@,localization
4753@,cellular process
84216@,response to stimulus
93082@,localization
1237@,response to stimulus
9034@,response to stimulus
10936@,response to stimulus
1238@,response to stimulus
51554@,response to stimulus
2826@,response to stimulus
56891@,biological regulation
155038@,biological regulation
148003@,biological regulation
171558@,biological regulation
29124@,biological regulation
319101@,cellular process
390792@,cellular process
26085@,cellular process
25984@,cellular process
43849@,cellular process
6701@,cellular process
3881@,cellular process
8687@,cellular process
353131@,cellular process
63036@,cellular process
3859@,cellular process
3882@,cellular process
6700@,cellular process
6707@,cellular process
84648@,cellular process
23254@,cellular process
6705@,cellular process
3885@,cellular process
196374@,cellular process
6703@,cellular process
